settlement_id,utr,settled_on,order_id,entity_type,gross,fees,tax,net
setl_qt3o3AD4jWBi0P,9OEQSMY180SGCSOI,2026-08-18,order_sytBpqyaFbjLXD,payment,3312.43,66.25,11.93,3234.25
setl_qt3o3AD4jWBi0P,9OEQSMY180SGCSOI,2026-08-18,order_tDuFUCMvoJLlhA,payment,2626.84,52.54,9.46,2564.84
setl_YQMtv1V80RoB2R,8KQ3MKMVL4WCRD8I,2026-08-19,order_0ScS1siVflxggp,payment,3911.22,78.22,14.08,3818.92
setl_YQMtv1V80RoB2R,8KQ3MKMVL4WCRD8I,2026-08-19,order_4oTabu4EXP8nCk,payment,3615.03,72.30,13.01,3529.72
setl_YQMtv1V80RoB2R,8KQ3MKMVL4WCRD8I,2026-08-19,order_Fcry2OmgxlHfci,payment,3923.17,78.46,14.12,3830.59
setl_YQMtv1V80RoB2R,8KQ3MKMVL4WCRD8I,2026-08-19,order_HRhFBVrDOWxyQA,payment,1043.35,20.87,3.76,1018.72
setl_YQMtv1V80RoB2R,8KQ3MKMVL4WCRD8I,2026-08-19,order_HbXXxeAGnYTJGc,payment,39720.95,794.42,143.00,38783.53
setl_YQMtv1V80RoB2R,8KQ3MKMVL4WCRD8I,2026-08-19,order_QVNY1J5QJCJZDk,payment,809.87,16.20,2.92,790.75
setl_YQMtv1V80RoB2R,8KQ3MKMVL4WCRD8I,2026-08-19,order_S1eXuZoauzcaYp,payment,3442.04,68.84,12.39,3360.81
setl_YQMtv1V80RoB2R,8KQ3MKMVL4WCRD8I,2026-08-19,order_UfbMZQtRl1lrCA,payment,671.27,13.43,2.42,655.42
setl_YQMtv1V80RoB2R,8KQ3MKMVL4WCRD8I,2026-08-19,order_Uxmk2FIW5M4L8s,payment,3140.29,62.81,11.31,3066.17
setl_YQMtv1V80RoB2R,8KQ3MKMVL4WCRD8I,2026-08-19,order_W1YmTwqhlwRbu5,payment,4717.51,94.35,16.98,4606.18
setl_YQMtv1V80RoB2R,8KQ3MKMVL4WCRD8I,2026-08-19,order_X7N6rv3CpPoynU,payment,17900.46,358.01,64.44,17478.01
setl_YQMtv1V80RoB2R,8KQ3MKMVL4WCRD8I,2026-08-19,order_Y6jTTrEruoGfYr,payment,1555.47,31.11,5.60,1518.76
setl_YQMtv1V80RoB2R,8KQ3MKMVL4WCRD8I,2026-08-19,order_jvgDiUwGMm859x,payment,586.71,11.73,2.11,572.87
setl_YQMtv1V80RoB2R,8KQ3MKMVL4WCRD8I,2026-08-19,order_moRAhb4cj7xF03,payment,3747.14,74.94,13.49,3658.71
setl_YQMtv1V80RoB2R,8KQ3MKMVL4WCRD8I,2026-08-19,order_qEl00XEg9daLKo,payment,2553.52,51.07,9.19,2493.26
setl_YQMtv1V80RoB2R,8KQ3MKMVL4WCRD8I,2026-08-19,order_snSHEperKnFSoT,payment,4070.79,81.42,14.66,3974.71
setl_YQMtv1V80RoB2R,8KQ3MKMVL4WCRD8I,2026-08-19,order_vXwFadMQkPgi0Z,payment,50917.21,1018.34,183.30,49715.57
setl_YQMtv1V80RoB2R,8KQ3MKMVL4WCRD8I,2026-08-19,order_wmdpi4N7nSlXk3,payment,3024.84,60.50,10.89,2953.45
setl_pU5KBVKQkDg5eT,LWSHCJSQ2PKNBSG2,2026-08-20,order_3o2ubDnNIyT4jw,payment,1192.28,23.85,4.29,1164.14
setl_pU5KBVKQkDg5eT,LWSHCJSQ2PKNBSG2,2026-08-20,order_6ER5zVGoKWOyjQ,payment,2265.94,45.32,8.16,2212.46
setl_pU5KBVKQkDg5eT,LWSHCJSQ2PKNBSG2,2026-08-20,order_A3ld7iqCj51v8d,payment,49198.77,983.98,177.12,48037.67
setl_pU5KBVKQkDg5eT,LWSHCJSQ2PKNBSG2,2026-08-20,order_EGRQ3t3rImSgwy,payment,3017.56,60.35,10.86,2946.35
setl_pU5KBVKQkDg5eT,LWSHCJSQ2PKNBSG2,2026-08-20,order_MF9KUKuRyQixbo,payment,1819.27,36.39,6.55,1776.33
setl_pU5KBVKQkDg5eT,LWSHCJSQ2PKNBSG2,2026-08-20,order_QBSEDP6LyAYUys,payment,5345.36,106.91,19.24,5219.21
setl_pU5KBVKQkDg5eT,LWSHCJSQ2PKNBSG2,2026-08-20,order_bpuu0dC9PMJENa,payment,3709.49,74.19,13.35,3621.95
setl_pU5KBVKQkDg5eT,LWSHCJSQ2PKNBSG2,2026-08-20,order_fp4YBiLhRNuQ4t,payment,1712.45,34.25,6.17,1672.03
setl_pU5KBVKQkDg5eT,LWSHCJSQ2PKNBSG2,2026-08-20,order_hPLveOuJNJPCaS,payment,4779.20,95.58,17.20,4666.42
setl_pU5KBVKQkDg5eT,LWSHCJSQ2PKNBSG2,2026-08-20,order_myeTY9lisaPj54,payment,29320.73,586.41,105.55,28628.77
setl_pU5KBVKQkDg5eT,LWSHCJSQ2PKNBSG2,2026-08-20,order_pDEdV0fKfw4AAz,payment,2507.89,50.16,9.03,2448.70
setl_pU5KBVKQkDg5eT,LWSHCJSQ2PKNBSG2,2026-08-20,order_tC8iintCDgJpnZ,payment,3242.78,64.86,11.67,3166.25
setl_pU5KBVKQkDg5eT,LWSHCJSQ2PKNBSG2,2026-08-20,order_tcgUDJkCdtZCIA,payment,2058.93,41.18,7.41,2010.34
setl_pU5KBVKQkDg5eT,LWSHCJSQ2PKNBSG2,2026-08-20,order_tgTLiJdUhbOvRq,payment,2350.50,47.01,8.46,2295.03
setl_pU5KBVKQkDg5eT,LWSHCJSQ2PKNBSG2,2026-08-20,order_vcqIhrVPuLMCr1,payment,1106.10,22.12,3.98,1080.00
setl_pU5KBVKQkDg5eT,LWSHCJSQ2PKNBSG2,2026-08-20,order_xpeKskvlxnrlTu,payment,1374.42,27.49,4.95,1341.98
setl_R6FEe29GiXusYN,FVHZS2YZ3FBWKDHC,2026-08-21,order_7MRzvtCtLBsbiQ,payment,2221.66,44.43,8.00,2169.23
setl_R6FEe29GiXusYN,FVHZS2YZ3FBWKDHC,2026-08-21,order_Dq1mbnR0Dix6a9,payment,32366.14,647.32,116.52,31602.30
setl_R6FEe29GiXusYN,FVHZS2YZ3FBWKDHC,2026-08-21,order_Gvl5twKRnM4LTk,payment,398.63,7.97,1.43,389.23
setl_R6FEe29GiXusYN,FVHZS2YZ3FBWKDHC,2026-08-21,order_Pr2mmQc12t66qS,payment,2117.61,42.35,7.62,2067.64
setl_R6FEe29GiXusYN,FVHZS2YZ3FBWKDHC,2026-08-21,order_Z2l8qIRo8yfmnG,payment,3967.36,79.35,14.28,3873.73
setl_R6FEe29GiXusYN,FVHZS2YZ3FBWKDHC,2026-08-21,order_ZSHlgaFSL9XbZV,payment,4399.91,88.00,15.84,4296.07
setl_R6FEe29GiXusYN,FVHZS2YZ3FBWKDHC,2026-08-21,order_cAECNAfdnRind6,payment,520.47,10.41,1.87,508.19
setl_R6FEe29GiXusYN,FVHZS2YZ3FBWKDHC,2026-08-21,order_eHr8mngVGvsg7K,payment,1134.59,22.69,4.08,1107.82
setl_R6FEe29GiXusYN,FVHZS2YZ3FBWKDHC,2026-08-21,order_ebaiesSp6TMeDQ,payment,3322.94,66.46,11.96,3244.52
setl_R6FEe29GiXusYN,FVHZS2YZ3FBWKDHC,2026-08-21,order_jyRXUqoBhUnRca,payment,3910.82,78.22,14.08,3818.52
setl_R6FEe29GiXusYN,FVHZS2YZ3FBWKDHC,2026-08-21,order_mmMNWhCYA86EBb,payment,472.67,9.45,1.70,461.52
setl_R6FEe29GiXusYN,FVHZS2YZ3FBWKDHC,2026-08-21,order_nWJPogjdzzKvWb,payment,4131.03,82.62,14.87,4033.54
setl_R6FEe29GiXusYN,FVHZS2YZ3FBWKDHC,2026-08-21,order_Gvl5twKRnM4LTk,refund,-398.63,-7.97,-1.43,-389.23
setl_JRst2gNdpufuGe,205RNQ8MRHFO1LNN,2026-08-22,order_4rOItVIILpXWaC,payment,4507.60,90.15,16.23,4401.22
setl_JRst2gNdpufuGe,205RNQ8MRHFO1LNN,2026-08-22,order_5eBBwWP2stgp6g,payment,759.14,15.18,2.73,741.23
setl_JRst2gNdpufuGe,205RNQ8MRHFO1LNN,2026-08-22,order_7LWSq0qm86H1PD,payment,51652.74,1033.05,185.95,50433.74
setl_JRst2gNdpufuGe,205RNQ8MRHFO1LNN,2026-08-22,order_AZ4s8DZ2dBiyWi,payment,4206.25,84.13,15.14,4106.98
setl_JRst2gNdpufuGe,205RNQ8MRHFO1LNN,2026-08-22,order_C4MzlJrV3cLzbW,payment,3801.80,76.04,13.69,3712.07
setl_JRst2gNdpufuGe,205RNQ8MRHFO1LNN,2026-08-22,order_LZJjSGAGzK4VMT,payment,1690.33,33.81,6.09,1650.43
setl_JRst2gNdpufuGe,205RNQ8MRHFO1LNN,2026-08-22,order_Qsf1pHdYPkfOhb,payment,2805.61,56.11,10.10,2739.40
setl_JRst2gNdpufuGe,205RNQ8MRHFO1LNN,2026-08-22,order_RAomWmQbH8eALK,payment,2941.08,58.82,10.59,2871.67
setl_JRst2gNdpufuGe,205RNQ8MRHFO1LNN,2026-08-22,order_V1eHr5NOBY4LX4,payment,535.50,10.71,1.93,522.86
setl_JRst2gNdpufuGe,205RNQ8MRHFO1LNN,2026-08-22,order_XyPwaNumEZYw2h,payment,2813.37,56.27,10.13,2746.97
setl_JRst2gNdpufuGe,205RNQ8MRHFO1LNN,2026-08-22,order_aU5Fomvn21N11F,payment,4538.37,90.77,16.34,4431.26
setl_JRst2gNdpufuGe,205RNQ8MRHFO1LNN,2026-08-22,order_g7vXzrnOAJavff,payment,44742.45,894.85,161.07,43686.53
setl_JRst2gNdpufuGe,205RNQ8MRHFO1LNN,2026-08-22,order_m88aAaCgNYno1b,payment,2576.07,51.52,9.27,2515.28
setl_JRst2gNdpufuGe,205RNQ8MRHFO1LNN,2026-08-22,order_mimWOS4axwA4fD,payment,2396.22,47.92,8.63,2339.67
setl_JRst2gNdpufuGe,205RNQ8MRHFO1LNN,2026-08-22,order_oJXz0NKIPrBKp3,payment,693.00,13.86,2.49,676.65
setl_JRst2gNdpufuGe,205RNQ8MRHFO1LNN,2026-08-22,order_tyqbI8Q1cNsdWa,payment,5237.68,104.75,18.86,5114.07
setl_U181DCB6q4UnNs,EF6K0769APEXHA43,2026-08-23,order_6xNjrPsxf5e4ZE,payment,1258.59,25.17,4.53,1228.89
setl_U181DCB6q4UnNs,EF6K0769APEXHA43,2026-08-23,order_8eDmfnGcdoS7yt,payment,1283.22,25.66,4.62,1252.94
setl_U181DCB6q4UnNs,EF6K0769APEXHA43,2026-08-23,order_FHIKR5XQzrFVHU,payment,11370.43,227.41,40.93,11102.09
setl_U181DCB6q4UnNs,EF6K0769APEXHA43,2026-08-23,order_Nz4mRBqNG2t6d4,payment,3506.14,70.12,12.62,3423.40
setl_U181DCB6q4UnNs,EF6K0769APEXHA43,2026-08-23,order_PFMUp2vEAW73Tf,payment,1288.12,25.76,4.64,1257.72
setl_U181DCB6q4UnNs,EF6K0769APEXHA43,2026-08-23,order_hqe7ttyT8s8GtP,payment,2714.99,54.30,9.77,2650.92
setl_U181DCB6q4UnNs,EF6K0769APEXHA43,2026-08-23,order_ip3djPZ3s39H0B,payment,1736.13,34.72,6.25,1695.16
setl_U181DCB6q4UnNs,EF6K0769APEXHA43,2026-08-23,order_n1KB63J2qU7gma,payment,2360.65,47.21,8.50,2304.94
setl_U181DCB6q4UnNs,EF6K0769APEXHA43,2026-08-23,order_omtQ2tofJiW5OJ,payment,1440.96,28.82,5.19,1406.95
setl_U181DCB6q4UnNs,EF6K0769APEXHA43,2026-08-23,order_pNGk5gLRyW59YU,payment,2924.26,58.49,10.53,2855.24
setl_U181DCB6q4UnNs,EF6K0769APEXHA43,2026-08-23,order_q9Gayrhvy9IVcM,payment,4688.32,93.77,16.88,4577.67
setl_U181DCB6q4UnNs,EF6K0769APEXHA43,2026-08-23,order_tCcQLUq4Vc9CvG,payment,1894.28,37.89,6.82,1849.57
setl_U181DCB6q4UnNs,EF6K0769APEXHA43,2026-08-23,order_yZsThE2hD01pM4,payment,1872.60,37.45,6.74,1828.41
setl_WBf7SXu25Utgxl,XDD9WAM5BWTOLLIZ,2026-08-24,order_5eglUrSREdQ4CW,payment,4644.40,92.89,16.72,4534.79
setl_WBf7SXu25Utgxl,XDD9WAM5BWTOLLIZ,2026-08-24,order_E6VdvvBoWfK8IC,payment,4279.69,85.59,15.41,4178.69
setl_WBf7SXu25Utgxl,XDD9WAM5BWTOLLIZ,2026-08-24,order_FM6vbTcP6vqwgp,payment,2024.82,40.50,7.29,1977.03
setl_WBf7SXu25Utgxl,XDD9WAM5BWTOLLIZ,2026-08-24,order_LX9JlTEVhgXMi0,payment,906.38,18.13,3.26,884.99
setl_WBf7SXu25Utgxl,XDD9WAM5BWTOLLIZ,2026-08-24,order_U6WxLnzgeh7YAH,payment,4460.13,89.20,16.06,4354.87
setl_WBf7SXu25Utgxl,XDD9WAM5BWTOLLIZ,2026-08-24,order_ZH6huAvpc5ESGR,payment,4191.89,83.84,15.09,4092.96
setl_WBf7SXu25Utgxl,XDD9WAM5BWTOLLIZ,2026-08-24,order_fHOoh9NmvK1pi2,payment,19727.02,394.54,71.02,19261.46
setl_WBf7SXu25Utgxl,XDD9WAM5BWTOLLIZ,2026-08-24,order_fcJuoF2LaE3gq5,payment,4700.35,94.01,16.92,4589.42
setl_WBf7SXu25Utgxl,XDD9WAM5BWTOLLIZ,2026-08-24,order_flC2KYCV4dwKRG,payment,1365.28,27.31,4.92,1333.05
setl_WBf7SXu25Utgxl,XDD9WAM5BWTOLLIZ,2026-08-24,order_hViWzkJbAXAy4M,payment,3836.26,76.73,13.81,3745.72
setl_WBf7SXu25Utgxl,XDD9WAM5BWTOLLIZ,2026-08-24,order_k7vbIEEZwxEXRH,payment,3371.22,67.42,12.14,3291.66
setl_WBf7SXu25Utgxl,XDD9WAM5BWTOLLIZ,2026-08-24,order_ottuApSaCBxaaB,payment,3449.90,69.00,12.42,3368.48
setl_WBf7SXu25Utgxl,XDD9WAM5BWTOLLIZ,2026-08-24,order_vJ5moX49KEivWB,payment,488.43,9.77,1.76,476.90
setl_WBf7SXu25Utgxl,XDD9WAM5BWTOLLIZ,2026-08-24,order_wsskpuPlUflLdU,payment,594.87,11.90,2.14,580.83
setl_WBf7SXu25Utgxl,XDD9WAM5BWTOLLIZ,2026-08-24,order_xiB2HBR2TtTXJl,payment,1312.75,26.26,4.73,1281.76
setl_1rTuSqcQD8XyeP,A1JMOJL2ASJ3GPCB,2026-08-25,order_0aca8U0I3oG6tf,payment,4357.07,87.14,15.69,4254.24
setl_1rTuSqcQD8XyeP,A1JMOJL2ASJ3GPCB,2026-08-25,order_5JgSKYrq3rcQrj,payment,3134.70,62.69,11.28,3060.73
setl_1rTuSqcQD8XyeP,A1JMOJL2ASJ3GPCB,2026-08-25,order_6rF6RMocUcZRT7,payment,3557.13,71.14,12.81,3473.18
setl_1rTuSqcQD8XyeP,A1JMOJL2ASJ3GPCB,2026-08-25,order_EPr6HtnAbPcxXe,payment,2029.24,40.58,7.30,1981.36
setl_1rTuSqcQD8XyeP,A1JMOJL2ASJ3GPCB,2026-08-25,order_JDV230l19YmMg0,payment,3678.27,73.57,13.24,3591.46
setl_1rTuSqcQD8XyeP,A1JMOJL2ASJ3GPCB,2026-08-25,order_OlqruSn0f1huqA,payment,4490.69,89.81,16.17,4384.71
setl_1rTuSqcQD8XyeP,A1JMOJL2ASJ3GPCB,2026-08-25,order_TTbiM00HwYDqQp,payment,4482.24,89.64,16.14,4376.46
setl_1rTuSqcQD8XyeP,A1JMOJL2ASJ3GPCB,2026-08-25,order_YNHYOxTqmTXmpi,payment,1122.75,22.46,4.04,1096.25
setl_1rTuSqcQD8XyeP,A1JMOJL2ASJ3GPCB,2026-08-25,order_jqNDMrmif2nERO,payment,57318.86,1146.38,206.35,55966.13
setl_1rTuSqcQD8XyeP,A1JMOJL2ASJ3GPCB,2026-08-25,order_l3xeGKKTDuQzqK,payment,4948.12,98.96,17.81,4831.35
setl_1rTuSqcQD8XyeP,A1JMOJL2ASJ3GPCB,2026-08-25,order_pb5m0s5XkKQgY9,payment,4787.30,95.75,17.24,4674.31
setl_1rTuSqcQD8XyeP,A1JMOJL2ASJ3GPCB,2026-08-25,order_pdoU5tGkwFWQuA,payment,4276.09,85.52,15.39,4175.18
setl_1rTuSqcQD8XyeP,A1JMOJL2ASJ3GPCB,2026-08-25,order_qe7K5Y82JpFyTU,payment,1907.76,38.16,6.87,1862.73
setl_7KSKm5fGsECGNI,OK31T036G346QPSS,2026-08-26,order_0iItgCpJBg28Tk,payment,1055.49,21.11,3.80,1030.58
setl_7KSKm5fGsECGNI,OK31T036G346QPSS,2026-08-26,order_4ZHQctQzafrPHO,payment,1716.17,34.32,6.18,1675.67
setl_7KSKm5fGsECGNI,OK31T036G346QPSS,2026-08-26,order_GumPWBrBtGNEev,payment,318.33,6.37,1.15,310.81
setl_7KSKm5fGsECGNI,OK31T036G346QPSS,2026-08-26,order_IWXrovzZs4OxN3,payment,5782.18,115.64,20.82,5645.72
setl_7KSKm5fGsECGNI,OK31T036G346QPSS,2026-08-26,order_Va3TIRj1ysZ5Qs,payment,48135.74,962.71,173.29,46999.74
setl_7KSKm5fGsECGNI,OK31T036G346QPSS,2026-08-26,order_Y1tWyrEh8XmmOp,payment,691.43,13.83,2.49,675.11
setl_7KSKm5fGsECGNI,OK31T036G346QPSS,2026-08-26,order_ZfvmG3lnLhFay0,payment,440.58,8.81,1.59,430.18
setl_7KSKm5fGsECGNI,OK31T036G346QPSS,2026-08-26,order_eBX9kBhawWQY0q,payment,4196.21,83.92,15.11,4097.18
setl_7KSKm5fGsECGNI,OK31T036G346QPSS,2026-08-26,order_edy4AQ5FxitZb1,payment,2350.77,47.02,8.46,2295.29
setl_7KSKm5fGsECGNI,OK31T036G346QPSS,2026-08-26,order_fN0mRB88R9kRsX,payment,27612.69,552.25,99.41,26961.03
setl_7KSKm5fGsECGNI,OK31T036G346QPSS,2026-08-26,order_kbbZsDWJrp3dZg,payment,3051.27,61.03,10.99,2979.25
setl_7KSKm5fGsECGNI,OK31T036G346QPSS,2026-08-26,order_mImT2wzX3kAiwb,payment,2605.53,52.11,9.38,2544.04
setl_7KSKm5fGsECGNI,OK31T036G346QPSS,2026-08-26,order_miOum7M8vMrrJm,payment,4805.64,96.11,17.30,4692.23
setl_7KSKm5fGsECGNI,OK31T036G346QPSS,2026-08-26,order_yL9GzHzNMt8N9a,payment,3260.25,65.21,11.74,3183.30
setl_g75JNtutpqi0pf,U3R2ELQANJEGG9J9,2026-08-27,order_1HMHezP8iaHVS0,payment,3746.39,74.93,13.49,3657.97
setl_g75JNtutpqi0pf,U3R2ELQANJEGG9J9,2026-08-27,order_4oJUFX2JL2mMNo,payment,2684.26,53.69,9.66,2620.91
setl_g75JNtutpqi0pf,U3R2ELQANJEGG9J9,2026-08-27,order_hSlC30CMgIAxgy,payment,1091.15,21.82,3.93,1065.40
setl_g75JNtutpqi0pf,U3R2ELQANJEGG9J9,2026-08-27,order_kcmgxmtE99djNw,payment,3435.35,68.71,12.37,3354.27
setl_g75JNtutpqi0pf,U3R2ELQANJEGG9J9,2026-08-27,order_vZNeDVHEKh78Fl,payment,3522.88,70.46,12.68,3439.74
setl_B8dxY8chAXhsjD,BX4I8WDOYK042ET8,2026-08-28,order_4tsmwT0GDfojT3,payment,2843.42,56.87,10.24,2776.31
setl_B8dxY8chAXhsjD,BX4I8WDOYK042ET8,2026-08-28,order_HaFvg6r1Vfpguf,payment,3539.86,70.80,12.74,3456.32
setl_B8dxY8chAXhsjD,BX4I8WDOYK042ET8,2026-08-28,order_NsPXC295vXwxXy,payment,2459.12,49.18,8.85,2401.09
setl_B8dxY8chAXhsjD,BX4I8WDOYK042ET8,2026-08-28,order_Y6NqYwcsmtPbm6,payment,1798.07,35.96,6.47,1755.64
setl_B8dxY8chAXhsjD,BX4I8WDOYK042ET8,2026-08-28,order_cUK8T7ZjLYcwpd,payment,517.56,10.35,1.86,505.35
setl_B8dxY8chAXhsjD,BX4I8WDOYK042ET8,2026-08-28,order_ddSvKpfUKCARoO,payment,337.95,6.76,1.22,329.97
setl_B8dxY8chAXhsjD,BX4I8WDOYK042ET8,2026-08-28,order_juEZ7UPa2Jxe5z,payment,3227.30,64.55,11.62,3151.13
setl_B8dxY8chAXhsjD,BX4I8WDOYK042ET8,2026-08-28,order_oXdDCq6QWdMh1K,payment,2559.23,51.18,9.21,2498.84
setl_B8dxY8chAXhsjD,BX4I8WDOYK042ET8,2026-08-28,order_P6luf1zuCM18l3,payment,2000.00,40.00,7.20,1952.80
setl_vf29C2QEy6iZFW,8BFQ3L8HG14ZC4Q0,2026-08-29,order_6WUdaXCp1oV5Iz,payment,1251.94,25.04,4.51,1222.39
setl_vf29C2QEy6iZFW,8BFQ3L8HG14ZC4Q0,2026-08-29,order_8NqhzpNnjfxLr4,payment,3007.59,60.15,10.83,2936.61
setl_vf29C2QEy6iZFW,8BFQ3L8HG14ZC4Q0,2026-08-29,order_8P1WuHhmNKINX4,payment,3141.86,62.84,11.31,3067.71
setl_vf29C2QEy6iZFW,8BFQ3L8HG14ZC4Q0,2026-08-29,order_99nKvXKcpnWnl7,payment,448.51,8.97,1.61,437.93
setl_vf29C2QEy6iZFW,8BFQ3L8HG14ZC4Q0,2026-08-29,order_9ZDQJNARdAFrxS,payment,344.12,6.88,1.24,336.00
setl_vf29C2QEy6iZFW,8BFQ3L8HG14ZC4Q0,2026-08-29,order_CxWsWEyT6cSXfB,payment,2660.15,53.20,9.58,2597.37
setl_vf29C2QEy6iZFW,8BFQ3L8HG14ZC4Q0,2026-08-29,order_IDTu6721i98wQs,payment,2850.68,57.01,10.26,2783.41
setl_vf29C2QEy6iZFW,8BFQ3L8HG14ZC4Q0,2026-08-29,order_L0RzwggfZqKn6B,payment,10561.15,211.22,38.02,10311.91
setl_vf29C2QEy6iZFW,8BFQ3L8HG14ZC4Q0,2026-08-29,order_Onz05MJUV5jtun,payment,3294.48,65.89,11.86,3216.73
setl_vf29C2QEy6iZFW,8BFQ3L8HG14ZC4Q0,2026-08-29,order_P3EcfqwyY6fa6X,payment,4304.53,86.09,15.50,4202.94
setl_vf29C2QEy6iZFW,8BFQ3L8HG14ZC4Q0,2026-08-29,order_QvgMJVIJwip8Tb,payment,1045.10,20.90,3.76,1020.44
setl_vf29C2QEy6iZFW,8BFQ3L8HG14ZC4Q0,2026-08-29,order_j1pMKxyhz0JWjL,payment,842.39,16.85,3.03,822.51
setl_vf29C2QEy6iZFW,8BFQ3L8HG14ZC4Q0,2026-08-29,order_tjr9FyuBq2RAxs,payment,1586.36,31.73,5.71,1548.92
setl_vf29C2QEy6iZFW,8BFQ3L8HG14ZC4Q0,2026-08-29,order_u0Ko9ZTWGst0aU,payment,1206.26,24.13,4.34,1177.79
setl_vf29C2QEy6iZFW,8BFQ3L8HG14ZC4Q0,2026-08-29,order_vBCL8K2UOieQRt,payment,56176.56,1123.53,202.24,54850.79
setl_vf29C2QEy6iZFW,8BFQ3L8HG14ZC4Q0,2026-08-29,order_zxqAcgJgskIvO3,payment,1490.93,29.82,5.37,1455.74
setl_nIJ68elM4LpHJu,1MUSPM6O2OZMLIEP,2026-08-30,order_1GqagOfPBzLjDp,payment,4753.65,95.07,17.11,4641.47
setl_nIJ68elM4LpHJu,1MUSPM6O2OZMLIEP,2026-08-30,order_7TCUj2GMGfGW5S,payment,2246.07,44.92,8.09,2193.06
setl_nIJ68elM4LpHJu,1MUSPM6O2OZMLIEP,2026-08-30,order_F6RDx9TDnxqnaF,payment,4238.80,84.78,15.26,4138.76
setl_nIJ68elM4LpHJu,1MUSPM6O2OZMLIEP,2026-08-30,order_LU8f8j9nX29Ipg,payment,1763.99,35.28,6.35,1722.36
setl_nIJ68elM4LpHJu,1MUSPM6O2OZMLIEP,2026-08-30,order_M89wOhKFFbitw5,payment,271.12,5.42,0.98,264.72
setl_nIJ68elM4LpHJu,1MUSPM6O2OZMLIEP,2026-08-30,order_N4SZnwX7Akr2E4,payment,37167.76,743.36,133.80,36290.60
setl_nIJ68elM4LpHJu,1MUSPM6O2OZMLIEP,2026-08-30,order_NoET9SaHPD8ERv,payment,3773.84,75.48,13.59,3684.77
setl_nIJ68elM4LpHJu,1MUSPM6O2OZMLIEP,2026-08-30,order_OH4chrYH8Gtac5,payment,2198.60,43.97,7.91,2146.72
setl_nIJ68elM4LpHJu,1MUSPM6O2OZMLIEP,2026-08-30,order_QcB2qUwaCNaSo8,payment,1898.96,37.98,6.84,1854.14
setl_nIJ68elM4LpHJu,1MUSPM6O2OZMLIEP,2026-08-30,order_Qjin3EQLKv8azo,payment,223.39,4.47,0.80,218.12
setl_nIJ68elM4LpHJu,1MUSPM6O2OZMLIEP,2026-08-30,order_Rx9j6z9Mwsf0ae,payment,3357.96,67.16,12.09,3278.71
setl_nIJ68elM4LpHJu,1MUSPM6O2OZMLIEP,2026-08-30,order_TlRF76qZoItEn1,payment,4707.93,94.16,16.95,4596.82
setl_nIJ68elM4LpHJu,1MUSPM6O2OZMLIEP,2026-08-30,order_WTAMoMlu2M1Qjl,payment,54240.69,1084.81,195.27,52960.61
setl_nIJ68elM4LpHJu,1MUSPM6O2OZMLIEP,2026-08-30,order_oWXn6YYIxEcfTX,payment,1531.77,30.64,5.52,1495.61
setl_nIJ68elM4LpHJu,1MUSPM6O2OZMLIEP,2026-08-30,order_sVjZryk03w8GGz,payment,1659.39,33.19,5.97,1620.23
setl_jdaru1ht9z5tTc,NQQ2T7IEGY6467GS,2026-08-31,order_0KZU6KGFPvsQri,payment,350.13,7.00,1.26,341.87
setl_jdaru1ht9z5tTc,NQQ2T7IEGY6467GS,2026-08-31,order_E6L8tisdljsuZS,payment,3145.39,62.91,11.32,3071.16
setl_jdaru1ht9z5tTc,NQQ2T7IEGY6467GS,2026-08-31,order_F6BJSHDSE1F3ND,payment,3919.67,78.39,14.11,3827.17
setl_jdaru1ht9z5tTc,NQQ2T7IEGY6467GS,2026-08-31,order_Fm5ibqyUjGpsW0,payment,2129.91,42.60,7.67,2079.64
setl_jdaru1ht9z5tTc,NQQ2T7IEGY6467GS,2026-08-31,order_GOJOmaSexv02fz,payment,3028.27,60.57,10.90,2956.80
setl_jdaru1ht9z5tTc,NQQ2T7IEGY6467GS,2026-08-31,order_LDShT0kIkmRUFt,payment,312.97,6.26,1.13,305.58
setl_jdaru1ht9z5tTc,NQQ2T7IEGY6467GS,2026-08-31,order_UKqNGADtoAxWS8,payment,983.35,19.67,3.54,960.14
setl_jdaru1ht9z5tTc,NQQ2T7IEGY6467GS,2026-08-31,order_XQ0z6prmaywT4s,payment,964.99,19.30,3.47,942.22
setl_jdaru1ht9z5tTc,NQQ2T7IEGY6467GS,2026-08-31,order_XjTxM53hbjKPn2,payment,2639.10,52.78,9.50,2576.82
setl_jdaru1ht9z5tTc,NQQ2T7IEGY6467GS,2026-08-31,order_ZUkas81PowxV9h,payment,1388.16,27.76,5.00,1355.40
setl_jdaru1ht9z5tTc,NQQ2T7IEGY6467GS,2026-08-31,order_aT1ONNX1ukz5rK,payment,1343.46,26.87,4.84,1311.75
setl_jdaru1ht9z5tTc,NQQ2T7IEGY6467GS,2026-08-31,order_emtKWqAfSyZDU9,payment,2602.37,52.05,9.37,2540.95
setl_jdaru1ht9z5tTc,NQQ2T7IEGY6467GS,2026-08-31,order_htJM1l6fteCy7W,payment,3085.75,61.72,11.11,3012.92
setl_jdaru1ht9z5tTc,NQQ2T7IEGY6467GS,2026-08-31,order_jcxNxUy4oVOB7h,payment,51619.19,1032.38,185.83,50400.98
